timestamp,workload_type,message_rate,payload_size_bytes,batch_size,cpu_usage,memory_usage
2025-04-22T00:58:12.870172,real_time,1000,3592.02,0,0.0,0.0
2025-04-22T00:58:13.380441,real_time,1000,3505.04,0,0.0,0.0
2025-04-22T00:58:13.912882,real_time,1000,3477.6,0,0.0,0.0
2025-04-22T00:58:14.453351,real_time,1000,3552.6,0,0.0,0.0
2025-04-22T00:58:14.986893,real_time,1000,3500.34,0,0.0,0.0
2025-04-22T00:58:15.522190,real_time,1000,3610.5,0,0.0,0.0
2025-04-22T00:58:16.051300,real_time,1000,3495.42,0,0.0,0.0
2025-04-22T00:58:16.573372,real_time,1000,3552.9,0,0.0,0.0
2025-04-22T00:58:17.104621,real_time,1000,3461.86,0,0.0,0.0
2025-04-22T00:58:17.770182,real_time,1000,3562.82,0,0.0,0.0
2025-04-22T00:58:18.264066,real_time,1000,3580.7,0,0.0,0.0
2025-04-22T00:58:18.803408,real_time,1000,3487.76,0,0.0,0.0
2025-04-22T00:58:19.345471,real_time,1000,3633.86,0,0.0,0.0
2025-04-22T00:58:19.848266,real_time,1000,3503.46,0,0.0,0.0
2025-04-22T00:58:21.075213,real_time,1000,3382.16,0,0.0,0.0
2025-04-22T00:58:21.673617,real_time,1000,3435.32,0,0.0,0.0
2025-04-22T00:58:22.428823,real_time,1000,3569.2,0,0.0,0.0
2025-04-22T00:58:23.089788,real_time,1000,3577.8,0,0.0,0.0
2025-04-22T00:58:23.800512,real_time,1000,3535.16,0,0.0,0.0
2025-04-22T00:58:24.327379,real_time,1000,3526.36,0,0.0,0.0
2025-04-22T00:58:24.874655,real_time,1000,3582.74,0,0.0,0.0
2025-04-22T00:58:25.377045,real_time,1000,3507.84,0,0.0,0.0
2025-04-22T00:58:25.912928,real_time,1000,3437.54,0,0.0,0.0
2025-04-22T00:58:26.447663,real_time,1000,3586.16,0,0.0,0.0
2025-04-22T00:58:26.967211,real_time,1000,3498.34,0,0.0,0.0
2025-04-22T00:58:27.499362,real_time,1000,3496.88,0,0.0,0.0
2025-04-22T00:58:28.010962,real_time,1000,3579.68,0,0.0,0.0
2025-04-22T00:58:28.622836,real_time,1000,3454.2,0,0.0,0.0
2025-04-22T00:58:29.131239,real_time,1000,3493.62,0,0.0,0.0
2025-04-22T00:58:29.693984,real_time,1000,3587.12,0,0.0,0.0
2025-04-22T00:58:30.194059,real_time,1000,3387.9,0,0.0,0.0
2025-04-22T00:58:30.728908,real_time,1000,3481.04,0,0.0,0.0
2025-04-22T00:58:31.261999,real_time,1000,3569.8,0,0.0,0.0
2025-04-22T00:58:31.780875,real_time,1000,3483.94,0,0.0,0.0
2025-04-22T00:58:32.314250,real_time,1000,3518.56,0,0.0,0.0
2025-04-22T00:58:32.857084,real_time,1000,3696.44,0,0.0,0.0
2025-04-22T00:58:33.368677,real_time,1000,3590.52,0,0.0,0.0
2025-04-22T00:58:33.903237,real_time,1000,3439.28,0,0.0,0.0
2025-04-22T00:58:34.423187,real_time,1000,3497.82,0,0.0,0.0
2025-04-22T00:58:34.998940,real_time,1000,3507.68,0,0.0,0.0
2025-04-22T00:58:35.526075,real_time,1000,3502.22,0,0.0,0.0
2025-04-22T00:58:36.041262,real_time,1000,3460.98,0,0.0,0.0
2025-04-22T00:58:36.566442,real_time,1000,3488.94,0,0.0,0.0
2025-04-22T00:58:37.103626,real_time,1000,3472.64,0,0.0,0.0
2025-04-22T00:58:37.637887,real_time,1000,3485.44,0,0.0,0.0
2025-04-22T00:58:38.151085,real_time,1000,3550.74,0,0.0,0.0
2025-04-22T00:58:38.685012,real_time,1000,3511.7,0,0.0,0.0
2025-04-22T00:58:39.217917,real_time,1000,3531.32,0,0.0,0.0
2025-04-22T00:58:39.762851,real_time,1000,3383.66,0,0.0,0.0
2025-04-22T00:58:40.276528,real_time,1000,3533.8,0,0.0,0.0
2025-04-22T00:58:40.817397,real_time,1000,3398.02,0,0.0,0.0
2025-04-22T00:58:41.356414,real_time,1000,3557.9,0,0.0,0.0
2025-04-22T00:58:41.886168,real_time,1000,3489.48,0,0.0,0.0
2025-04-22T00:58:42.416884,real_time,1000,3351.1,0,0.0,0.0
2025-04-22T00:58:42.948108,real_time,1000,3433.14,0,0.0,0.0
2025-04-22T00:58:43.488005,real_time,1000,3462.68,0,0.0,0.0
2025-04-22T00:58:44.028214,real_time,1000,3491.0,0,0.0,0.0
2025-04-22T00:58:44.552910,real_time,1000,3508.2,0,0.0,0.0
2025-04-22T00:58:45.086044,real_time,1000,3411.16,0,0.0,0.0
2025-04-22T00:58:45.617574,real_time,1000,3574.64,0,0.0,0.0
2025-04-22T00:58:46.149392,real_time,1000,3513.98,0,0.0,0.0
2025-04-22T00:58:46.659823,real_time,1000,3469.9,0,0.0,0.0
2025-04-22T00:58:47.201481,real_time,1000,3533.46,0,0.0,0.0
2025-04-22T00:58:47.733223,real_time,1000,3471.32,0,0.0,0.0
2025-04-22T00:58:48.271451,real_time,1000,3533.18,0,0.0,0.0
2025-04-22T00:58:48.799859,real_time,1000,3498.36,0,0.0,0.0
2025-04-22T00:58:49.410124,real_time,1000,3538.38,0,0.0,0.0
2025-04-22T00:58:49.913354,real_time,1000,3545.2,0,0.0,0.0
2025-04-22T00:58:50.436366,real_time,1000,3475.96,0,0.0,0.0
2025-04-22T00:58:50.969965,real_time,1000,3573.18,0,0.0,0.0
2025-04-22T00:58:51.498720,real_time,1000,3457.16,0,0.0,0.0
2025-04-22T00:58:52.021589,real_time,1000,3434.12,0,0.0,0.0
2025-04-22T00:58:52.554341,real_time,1000,3480.86,0,0.0,0.0
2025-04-22T00:58:53.135536,real_time,1000,3501.12,0,0.0,0.0
2025-04-22T00:58:53.629588,real_time,1000,3425.2,0,0.0,0.0
2025-04-22T00:58:54.162919,real_time,1000,3510.1,0,0.0,0.0
2025-04-22T00:58:54.731020,real_time,1000,3551.48,0,0.0,0.0
2025-04-22T00:58:55.245899,real_time,1000,3462.16,0,0.0,0.0
2025-04-22T00:58:55.788272,real_time,1000,3477.98,0,0.0,0.0
2025-04-22T00:58:56.307842,real_time,1000,3507.28,0,0.0,0.0
2025-04-22T00:58:56.842723,real_time,1000,3558.16,0,0.0,0.0
2025-04-22T00:58:57.373384,real_time,1000,3484.72,0,0.0,0.0
