timestamp,workload_type,message_rate,payload_size,batch_size,kafka_server_brokertopicmetrics_messagesin_total,kafka_server_brokertopicmetrics_bytesin_total,message_size_bytes,message_rate_variance,process_cpu_seconds_total,java_lang_memory_heapmemoryusage_used,node_disk_io_time_seconds_total,memory_usage_variance,kafka_network_requestmetrics_totaltimems,kafka_server_brokertopicmetrics_totalproducerequests_total,java_lang_threading_threadcount,request_rate_variance,node_memory_MemAvailable_bytes,node_disk_read_bytes_total,node_disk_write_bytes_total
2025-04-24T14:37:35.723657,0,1200,3563.7,0,235.24994294444443,494925.1724097777,2103.6396148181348,516.2917093332768,7.505474277856858,218752152,0.6343836989010739,0.13957072980881044,N/A,60.255100000000006,65.33333333333333,0,1535123456,38322.058758167026,N/A
2025-04-24T14:37:50.945774,0,1200,3574,0,291.7801162728679,615580.8263390937,2109.6663798627483,516.9976153191685,8.299952744765333,233704773.33333334,0.6819790186012411,0.26359304599283034,N/A,74.79747942112468,65.33333333333333,0,1417891840,56895.210578953214,N/A
2025-04-24T14:38:06.076976,0,1200,3463.58,0,349.3494436357575,737280.0144989536,2110.2877260407895,523.1809657682354,8.957573006842788,295893992,0.74143674864653,0.21562274133170448,N/A,89.53686908531958,65.33333333333333,77.19126108407228,1357185024,31496.48857676238,N/A
2025-04-24T14:38:21.241394,0,1200,3417.12,0,406.3415732363156,858593.1534410497,2112.776254709725,531.9879321367479,9.6440064924273,237463397.33333334,0.9217231620738351,0.20140557795770542,N/A,104.14341143005899,65.33333333333333,77.19126108407228,1366306816,21936.355555555554,N/A
2025-04-24T14:38:36.378305,0,1200,3574.66,0,456.47952243648507,963628.5757928188,2110.7017757793365,512.5929696544231,10.56117453586272,205239013.33333334,1.2530984322438794,0.16461675210997034,N/A,116.95225800985573,65.33333333333333,77.19126108407228,1349898240,12741.97849080082,N/A
2025-04-24T14:38:51.543137,0,1200,3537.78,0,512.0659414331326,1082157.419448951,2113.227647083433,506.2496500503208,11.547168620094729,271518253.3333333,1.3470363246438644,0.28122045042561156,N/A,131.21798453230215,65.33333333333333,77.19126108407228,1366740992,13654.547070850742,N/A
2025-04-24T14:39:06.675727,0,1200,3615.18,0,570.3273263863424,1204112.3905244912,2111.1986521774706,510.1792320133365,12.354971557239224,223937762.66666666,1.3949280861296118,0.17570613227834467,N/A,146.08497274317244,65.33333333333333,71.37617558042315,1343565824,29950.970150912362,N/A
2025-04-24T14:39:21.818072,0,1200,3536.38,0,626.9981514703387,1325251.0523798557,2113.595410147611,530.4060377716772,13.139408479963327,182912754.66666666,1.4890801759182422,0.1452230789759146,N/A,160.63395728785343,65.33333333333333,71.37617558042315,1327325184,132907.21191243472,N/A
2025-04-24T14:39:36.924376,0,1200,3439.88,0,677.1011077283199,1431196.0121170285,2113.4744181151864,513.815739648556,14.040017308510569,318048552,1.537237342633645,0.2540349328452102,N/A,173.58577344311354,65.33333333333333,71.37617558042315,1317920768,135250.00555518523,N/A
2025-04-24T14:39:52.141254,0,1200,3456.66,0,732.641935483871,1548690.3501434259,2113.8021546664017,504.9602840662206,15.0091146683461,263693618.66666666,1.6169483180617537,0.1995204553618298,N/A,187.7813594885208,65.33333333333333,71.37617558042315,1313378304,119694.2222222222,N/A
2025-04-24T14:40:07.288589,0,1200,3509.52,0,788.5274068606442,1667269.7810470338,2114.370771559451,502.37468933479954,15.899309386031648,208389269.33333334,1.7527866935840493,0.20217443040478048,N/A,202.12361391812308,65.33333333333333,65.10070189804212,1294315520,6827.273535425371,N/A
2025-04-24T14:40:22.460226,0,1200,3589.64,0,845.8341548403729,1788346.1533229481,2114.190182010251,524.2996343646903,16.80835859394774,252009178.66666666,1.8966006711319914,0.375020908625128,N/A,216.79698584696712,65.33333333333333,65.10070189804212,1275559936,3185.8485744127647,N/A
